bill_id,congress,bill_type,bill_number,title,title_ai,introduced_date,status,sponsor_bioguide,sponsor_name,sponsor_party,sponsor_state,latest_action_date,latest_action_text,cosponsor_count
s3655-119,119,S,S.3655,Hong Kong Economic and Trade Office (HKETO) Certification Act,Certify Hong Kong economic trade offices,2026-01-15,active,M001176,Jeff Merkley,Democratic,OR,2026-01-15,Read twice and referred to the Committee on Foreign Relations.,4
sres618-119,119,SRES,S.Res.618,"A resolution recognizing the importance of career and technical education (""CTE"") educators and work-based learning coordinators in delivering high-quality CTE, preparing students for success in the workplace, the classroom, and in life, and supporting dynamic workforce pipelines that enable the United States to grow and lead in critical economic sectors.",,2026-02-26,active,B001303,Lisa Blunt Rochester,Democratic,DE,2026-02-26,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S716; text: CR S710-711)",14
hr7842-119,119,HR,H.R.7842,"To amend section 5318 of title 31, United States Code, to require financial institutions to verify the lawful immigration status of applicants for deposit accounts through a self-attestation form, to impose penalties on individuals for false attestations, and for other purposes.",,2026-03-05,active,O000175,Andrew Ogles,Republican,TN,2026-03-05,Referred to the House Committee on Financial Services.,2
hr7854-119,119,HR,H.R.7854,"To amend the Public Health Service Act to establish a National Institute for Biomedical Research and Development, and for other purposes.",,2026-03-05,active,T000481,Rashida Tlaib,Democratic,MI,2026-03-05,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2
s3426-119,119,S,S.3426,International Human Rights Defense Act of 2025,Protecting human rights worldwide,2025-12-10,active,M000133,Edward J. Markey,Democratic,MA,2025-12-10,Read twice and referred to the Committee on Foreign Relations.,35
hr7823-119,119,HR,H.R.7823,"To direct the Secretary of Homeland Security, acting through the Traveler Redress Inquiry Program of the Department of Homeland Security, to provide to individuals whose enrollment in a Trusted Traveler program is denied, suspended, or early terminated an option to appeal such denial, suspension, or early termination, as the case may be, and for other purposes.",,2026-03-05,active,E000299,Veronica Escobar,Democratic,TX,2026-03-05,"Referred to the Committee on Homeland Security, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",0
hr7830-119,119,HR,H.R.7830,"To amend title XVIII of the Social Security Act to require hospitals to develop discharge plans for pregnant individuals as a condition of participation under Medicare, and for other purposes.",,2026-03-05,active,K000385,Robin L. Kelly,Democratic,IL,2026-03-05,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",15
hr6440-119,119,HR,H.R.6440,Right to Read Act of 2025,Guaranteeing the right to read in schools,2025-12-04,active,G000606,Adelita S. Grijalva,Democratic,AZ,2025-12-04,Referred to the House Committee on Education and Workforce.,25
hr7401-119,119,HR,H.R.7401,Small Business Lending Fraud Prevention Act,Prevent fraud in small business lending,2026-02-05,active,M001204,Daniel Meuser,Republican,PA,2026-02-20,"Placed on the Union Calendar, Calendar No. 426.",1
hr924-119,119,HR,H.R.924,NO BAN Act,NO BAN Act,2025-02-04,active,C001080,Judy Chu,Democratic,CA,2025-02-04,Referred to the Subcommittee on Border Security and Enforcement.,115
hr2958-119,119,HR,H.R.2958,Balance the Scales Act,Balance the Scales Act,2025-04-17,active,R000619,Michael A. Rulli,Republican,OH,2026-02-20,"Placed on the Union Calendar, Calendar No. 430.",1
hr7137-119,119,HR,H.R.7137,Shutdown Fairness Act,Shutdown Fairness Act,2026-01-16,active,J000301,Dusty Johnson,Republican,SD,2026-01-16,"Referred to the Committee on Appropriations, and in addition to the Committees on Armed Services, Oversight and Government Reform, House Administration, and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",20
hr7846-119,119,HR,H.R.7846,"To amend title 18, United States Code, to establish a criminal penalty for obstructing immigration enforcement activities.",,2026-03-05,active,R000619,Michael A. Rulli,Republican,OH,2026-03-05,Referred to the House Committee on the Judiciary.,3
hres30-119,119,HRES,H.Res.30,"Honoring the life, achievements, legacy, and public service of former President James Earl ""Jimmy"" Carter, Jr.",,2025-01-09,active,W000788,Nikema Williams,Democratic,GA,2025-01-09,Referred to the House Committee on Oversight and Government Reform.,120
hr3094-119,119,HR,H.R.3094,PREP Act,PREP Act,2025-04-30,In Committee,B001292,"Donald S. Beyer, Jr.",Democratic,VA,2025-04-30,Referred to the House Committee on Oversight and Government Reform.,19
hr2784-119,119,HR,H.R.2784,Stopping the Theft and Destruction of Broadband Act of 2025,Prevent theft and destruction of broadband networks,2025-04-09,active,L000597,Laurel M. Lee,Republican,FL,2025-04-09,Referred to the House Committee on the Judiciary.,19
hr7517-119,119,HR,H.R.7517,"To designate the facility of the United States Postal Service located at 10 East Main Street in Mahaffey, Pennsylvania, as the ""Robert Allen Bishop, Sr. Post Office Building"".",Name Mahaffey post office for Robert Allen Bishop,2026-02-11,active,T000467,Glenn Thompson,Republican,PA,2026-02-12,Sponsor introductory remarks on measure. (CR H2204),9
hr5722-119,119,HR,H.R.5722,Preserving a Sharia-Free America Act,Keep Sharia Law Out of America,2025-10-08,active,R000614,Chip Roy,Republican,TX,2025-10-08,Referred to the House Committee on the Judiciary.,25
hr1061-119,119,HR,H.R.1061,Protecting Sensitive Locations Act,Protect sensitive places from immigration actions,2025-02-06,active,E000297,Adriano Espaillat,Democratic,NY,2025-02-06,Referred to the House Committee on the Judiciary.,146
hr5415-119,119,HR,H.R.5415,Nitazene Control Act of 2025,Control Nitazene to fight crime,2025-09-16,active,V000138,Eugene Simon Vindman,Democratic,VA,2025-09-16,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",26
hr6196-119,119,HR,H.R.6196,Locally Led Development and Humanitarian Response Act,Support local leadership for global aid and development,2025-11-20,active,J000305,Sara Jacobs,Democratic,CA,2025-11-20,Referred to the House Committee on Foreign Affairs.,3
hjres80-119,119,HJRES,H.J.Res.80,Establishing the ratification of the Equal Rights Amendment.,Ratify the Equal Rights Amendment,2025-03-24,active,P000617,Ayanna Pressley,Democratic,MA,2025-03-24,Referred to the House Committee on the Judiciary.,219
hr1266-119,119,HR,H.R.1266,Combating Illicit Xylazine Act,Fight illegal xylazine use,2025-02-12,active,P000613,Jimmy Panetta,Democratic,CA,2025-02-12,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",99
hr6709-119,119,HR,H.R.6709,Office of Fusion Act of 2025,Establish government office for fusion energy,2025-12-15,active,B001292,"Donald S. Beyer, Jr.",Democratic,VA,2025-12-15,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Science, Space, and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",6
hr7765-119,119,HR,H.R.7765,To amend the Fair Housing Act to repeal the Thurmond amendment.,,2026-03-03,active,F000476,Maxwell Frost,Democratic,FL,2026-03-03,Referred to the House Committee on the Judiciary.,1
hr7833-119,119,HR,H.R.7833,"To amend the Puerto Rico Oversight, Management, and Economic Stability Act to provide for the termination of the Oversight Board under certain circumstances, and for other purposes.",,2026-03-05,active,K000391,Raja Krishnamoorthi,Democratic,IL,2026-03-05,"Referred to the Committee on Natural Resources, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",1
hr6731-119,119,HR,H.R.6731,Restore Trust in Government Act,Restore public trust in government,2025-12-16,active,M001223,Seth Magaziner,Democratic,RI,2025-12-16,"Referred to the Committee on Oversight and Government Reform, and in addition to the Committees on House Administration, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",67
hr1684-119,119,HR,H.R.1684,PAST Act of 2025,Prevent cruelty to horses in shows,2025-02-27,active,F000466,Brian K. Fitzpatrick,Republican,PA,2025-02-27,Referred to the House Committee on Energy and Commerce.,206
hres159-119,119,HRES,H.Res.159,"Expressing support for the designation of the week of February 24 through February 28, 2025, as ""Public Schools Week"".",Support public schools week in February 2025,2025-02-24,active,P000607,Mark Pocan,Democratic,WI,2025-02-24,Referred to the House Committee on Oversight and Government Reform.,98
hr5228-119,119,HR,H.R.5228,HCBS Worker Protection Act of 2025,Protect home and community health workers,2025-09-09,active,D000624,Debbie Dingell,Democratic,MI,2025-09-09,Referred to the House Committee on Energy and Commerce.,39
s2703-119,119,S,S.2703,Protecting Older Americans Act of 2025,,2025-09-03,active,G000555,Kirsten E. Gillibrand,Democratic,NY,2025-09-03,Read twice and referred to the Committee on the Judiciary.,5
hr6096-119,119,HR,H.R.6096,NEST Act,NEST Act,2025-11-18,active,L000595,Julia Letlow,Republican,LA,2025-11-18,Referred to the House Committee on Energy and Commerce.,20
hr1871-119,119,HR,H.R.1871,Water Conservation Rebate Tax Parity Act,Equal tax treatment for water conservation rebates,2025-03-05,active,H001068,Jared Huffman,Democratic,CA,2025-03-05,Referred to the House Committee on Ways and Means.,11
hr3307-119,119,HR,H.R.3307,Eastern Mediterranean Gateway Act,Create gateway in Eastern Mediterranean region,2025-05-08,active,S001190,Bradley Scott Schneider,Democratic,IL,2025-05-08,Referred to the House Committee on Foreign Affairs.,24
hr3532-119,119,HR,H.R.3532,Striking and Locked Out Workers Healthcare Protection Act,Protect healthcare for striking and locked-out workers,2025-05-21,active,D000530,Christopher R. Deluzio,Democratic,PA,2025-05-21,Referred to the House Committee on Education and Workforce.,46
hr3093-119,119,HR,H.R.3093,REHIRE Act,REHIRE Act,2025-04-30,active,B001292,"Donald S. Beyer, Jr.",Democratic,VA,2025-04-30,Referred to the House Committee on Oversight and Government Reform.,24
hr6761-119,119,HR,H.R.6761,People’s White House Historic Preservation Act,Preserve People’s White House historic site,2025-12-16,active,R000606,Jamie Raskin,Democratic,MD,2025-12-16,Referred to the House Committee on Natural Resources.,32
hr6874-119,119,HR,H.R.6874,Roadway Safety Modernization Act of 2025,Improve road safety through modernization,2025-12-18,active,M000871,Tracey Mann,Republican,KS,2026-02-02,Referred to the Subcommittee on Highways and Transit.,5
hr79-119,119,HR,H.R.79,Freedom from Mandates Act,,2025-01-03,active,B001302,Andy Biggs,Republican,AZ,2025-01-03,"Referred to the Committee on Oversight and Government Reform, and in addition to the Committees on Education and Workforce, Energy and Commerce, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",3
hr7774-119,119,HR,H.R.7774,"To amend titles 23 and 49, United States Code, to codify and amend certain grant programs under which the Secretary of Transportation may issue grants for use in the provision of passenger ferry services, and for other purposes.",,2026-03-03,active,R000621,Emily Randall,Democratic,WA,2026-03-03,"Referred to the Committee on Appropriations, and in addition to the Committee on Transportation and Infrastructure, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",3
hr3649-119,119,HR,H.R.3649,Magnus White Cyclist Safety Act of 2025,Enhance safety for cyclists on roads,2025-05-29,active,N000191,Joe Neguse,Democratic,CO,2025-05-30,Referred to the Subcommittee on Highways and Transit.,21
hr7325-119,119,HR,H.R.7325,Truth and Healing Commission on Indian Boarding School Policies Act of 2026,Truth and healing commission for Native American boarding schools,2026-02-03,active,C001053,Tom Cole,Republican,OK,2026-02-03,"Referred to the Committee on Education and Workforce, and in addition to the Committee on Natural Resources, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",13
hr2743-119,119,HR,H.R.2743,Raise the Wage Act of 2025,,2025-04-08,active,S000185,"Robert C. ""Bobby"" Scott",Democratic,VA,2025-04-08,Referred to the House Committee on Education and Workforce.,169
s3964-119,119,S,S.3964,"A bill to amend the Small Business Act to establish a goal for participation by small business concerns owned and controlled by veterans in procurement contracts, and for other purposes.",,2026-03-03,active,S001232,Tim Sheehy,Republican,MT,2026-03-03,Read twice and referred to the Committee on Small Business and Entrepreneurship.,1
hr5529-119,119,HR,H.R.5529,Fair Housing for Disabeled Veterans Act,Equal housing access for disabled veterans,2025-09-19,active,S001156,Linda T. Sánchez,Democratic,CA,2025-09-19,Referred to the House Committee on Ways and Means.,19
hr2021-119,119,HR,H.R.2021,American Teacher Act,American Teacher Act,2025-03-10,active,W000808,Frederica S. Wilson,Democratic,FL,2025-03-10,Referred to the House Committee on Education and Workforce.,97
hres925-119,119,HRES,H.Res.925,Condemning the Government of Iran's state-sponsored persecution of the Baha'i minority in Iran and the continued violation of the Universal Declaration of Human Rights and the International Covenant on Civil and Political Rights.,Condemn Iran's persecution of Baha'i people,2025-12-03,active,S001145,Janice D. Schakowsky,Democratic,IL,2025-12-03,Referred to the House Committee on Foreign Affairs.,29
hr5356-119,119,HR,H.R.5356,National Infrastructure Bank Act of 2025,,2025-09-15,active,D000096,Danny K. Davis,Democratic,IL,2025-09-15,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Ways and Means, Transportation and Infrastructure, Financial Services, Education and Workforce, Natural Resources, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",57
hr7741-119,119,HR,H.R.7741,"To promote competition in the area of digital energy management tools, enhance consumer access to electric energy and natural gas information, allow for the development and adoption of innovative products and services to help consumers, organizations, and governments manage their energy usage and improve electric grid reliability, and for other purposes.",Promote competition and innovation in energy management tools,2026-02-26,active,M001225,Kevin Mullin,Democratic,CA,2026-02-26,Referred to the House Committee on Energy and Commerce.,2
hres1059-119,119,HRES,H.Res.1059,Of inquiry requesting the President of the United States to furnish certain information to the House of Representatives relating to the Department of Government Efficiency's access to and usage of NUMIDENT and other personally identifiable information in the possession of the Social Security Administration.,Request info on government's access to Social Security data,2026-02-11,active,L000557,John B. Larson,Democratic,CT,2026-02-11,Referred to the House Committee on Ways and Means.,20
hr3288-119,119,HR,H.R.3288,Access to Prescription Digital Therapeutics Act of 2025,,2025-05-08,active,H001082,Kevin Hern,Republican,OK,2025-05-08,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",9
hr7531-119,119,HR,H.R.7531,Healthy Families Act,,2026-02-12,active,D000216,Rosa L. DeLauro,Democratic,CT,2026-02-12,"Referred to the Committee on Education and Workforce, and in addition to the Committees on House Administration, and Oversight and Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",146
s1406-119,119,S,S.1406,SOAR Act of 2025,,2025-04-10,active,C001075,Bill Cassidy,Republican,LA,2025-04-10,Read twice and referred to the Committee on Finance.,5
hr3885-119,119,HR,H.R.3885,Community TEAMS Act of 2025,Improving community health with teams,2025-06-10,active,M001205,Carol D. Miller,Republican,WV,2025-06-10,Referred to the House Committee on Energy and Commerce.,25
hr7694-119,119,HR,H.R.7694,"To direct the Secretary of Health and Human Services to carry out a public awareness campaign to increase participation by women in clinical trials that are conducted or supported by the National Institutes of Health, and for other purposes.",Promote women in NIH clinical trials participation,2026-02-25,active,G000583,Josh Gottheimer,Democratic,NJ,2026-02-25,Referred to the House Committee on Energy and Commerce.,3
hr5363-119,119,HR,H.R.5363,Expanding Childcare in Rural America Act of 2025,,2025-09-15,active,G000600,Marie Gluesenkamp Perez,Democratic,WA,2025-09-15,Referred to the House Committee on Agriculture.,5
hr4554-119,119,HR,H.R.4554,Restoring Biological Truth to the Workplace Act,Ensure biological facts in workplaces,2025-07-21,active,S001214,W. Gregory Steube,Republican,FL,2025-07-21,Referred to the House Committee on Education and Workforce.,6
s3972-119,119,S,S.3972,"A bill to modify a provision relating to adjustments of certain State apportionments for Federal highway programs, and for other purposes.",,2026-03-03,active,C001098,Ted Cruz,Republican,TX,2026-03-03,Read twice and referred to the Committee on Environment and Public Works.,3
hr7751-119,119,HR,H.R.7751,"To direct the Secretary of Transportation to carry out a program to make grants for the improvement or construction of greenway paths, and for other purposes.",Fund greenway paths with improvement grants,2026-03-02,active,M001229,LaMonica McIver,Democratic,NJ,2026-03-02,Referred to the House Committee on Transportation and Infrastructure.,7
s3973-119,119,S,S.3973,"A bill to reauthorize the National Domestic Preparedness Consortium, and for other purposes.",,2026-03-03,active,K000393,John Kennedy,Republican,LA,2026-03-03,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,0
hr1397-119,119,HR,H.R.1397,Increasing Access to Dental Insurance Act,,2025-02-18,active,M001215,Mariannette Miller-Meeks,Republican,IA,2025-02-18,Referred to the House Committee on Energy and Commerce.,17
hr2491-119,119,HR,H.R.2491,ABC Act,,2025-03-31,active,C001039,Kat Cammack,Republican,FL,2025-03-31,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",29
s1135-119,119,S,S.1135,A bill to amend the National Trails System Act to direct the Secretary of the Interior to conduct a study on the feasibility of designating the Bonneville Shoreline Trail.,,2025-03-26,active,C001114,John R. Curtis,Republican,UT,2026-03-04,Committee on Energy and Natural Resources. Ordered to be reported with an amendment in the nature of a substitute favorably.,1
hr6685-119,119,HR,H.R.6685,To amend the Internal Revenue Code of 1986 to establish an exception for multiemployer plan participants to the requirements for automatic enrollment.,Exempt multiemployer plan workers from automatic enrollment,2025-12-12,active,F000475,Brad Finstad,Republican,MN,2025-12-12,Referred to the House Committee on Ways and Means.,10
hr5888-119,119,HR,H.R.5888,UNtaxed Act,UNtaxed Act,2025-10-31,active,P000048,August Pfluger,Republican,TX,2025-10-31,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",15
hr2504-119,119,HR,H.R.2504,The U.S.-European Nuclear Energy Cooperation Act of 2025,US and Europe partner on nuclear energy,2025-03-31,active,K000375,William R. Keating,Democratic,MA,2025-03-31,Referred to the House Committee on Foreign Affairs.,4
hr7653-119,119,HR,H.R.7653,Biodefense Diplomacy Enhancement Act,,2026-02-23,active,S001224,Keith Self,Republican,TX,2026-02-23,Referred to the House Committee on Foreign Affairs.,4
s2195-119,119,S,S.2195,WWII Nurses Congressional Gold Medal Act,Award gold medal to WWII nurses,2025-06-26,active,B001230,Tammy Baldwin,Democratic,WI,2025-06-26,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",11
hr286-119,119,HR,H.R.286,Preserving Safe Communities by Ending Swatting Act of 2025,,2025-01-09,active,K000392,David Kustoff,Republican,TN,2025-01-09,Referred to the House Committee on the Judiciary.,28
hr7760-119,119,HR,H.R.7760,To amend the Internal Revenue Code of 1986 to exclude from gross income payments from funds established by a State for purposes of the welfare of the individual residents of such State.,,2026-03-03,active,B001323,Nicholas J. Begich III,Republican,AK,2026-03-03,Referred to the House Committee on Ways and Means.,0
hr3162-119,119,HR,H.R.3162,Affordable and Safe Prescription Drug Importation Act of 2025,,2025-05-01,active,S001145,Janice D. Schakowsky,Democratic,IL,2025-05-01,Referred to the House Committee on Energy and Commerce.,5
hr5178-119,119,HR,H.R.5178,Sickle Cell Disease Comprehensive Care Act,,2025-09-08,active,D000628,Neal P. Dunn,Republican,FL,2025-09-08,Referred to the House Committee on Energy and Commerce.,26
s3968-119,119,S,S.3968,A bill to require the Government Accountability Office to study and recommend a definition for workforce housing.,,2026-03-03,active,R000618,Pete Ricketts,Republican,NE,2026-03-03,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",0
s1163-119,119,S,S.1163,Rural Veterinary Workforce Act,,2025-03-27,active,C000880,Mike Crapo,Republican,ID,2025-03-27,Read twice and referred to the Committee on Finance.,21
s3876-119,119,S,S.3876,SPARK Act,Support small businesses in underserved areas,2026-02-12,active,M000133,Edward J. Markey,Democratic,MA,2026-02-12,Read twice and referred to the Committee on Small Business and Entrepreneurship.,2
sres569-119,119,SRES,S.Res.569,"A resolution expressing support for declaring 2026 the ""Year of Math"" in the United States.",Support making 2026 the Year of Math,2025-12-18,In Committee,H000273,John W. Hickenlooper,Democratic,CO,2025-12-18,"Referred to the Committee on Commerce, Science, and Transportation. (text: CR S8924-8925)",1
hr7340-119,119,HR,H.R.7340,Rebuild America’s Schools Act of 2026,,2026-02-04,active,S000185,"Robert C. ""Bobby"" Scott",Democratic,VA,2026-02-04,"Referred to the Committee on Education and Workforce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",96
s1918-119,119,S,S.1918,Access Technology Affordability Act of 2025,Make technology more affordable through taxes,2025-05-22,active,B001236,John Boozman,Republican,AR,2025-05-22,Read twice and referred to the Committee on Finance.,15
hr7705-119,119,HR,H.R.7705,"To amend the Internal Revenue Code of 1986 to treat Indian Tribal Governments in the same manner as State governments for certain Federal tax purposes, and for other purposes.",,2026-02-25,active,M001160,Gwen Moore,Democratic,WI,2026-02-25,"Referred to the Committee on Ways and Means, and in addition to the Committee on Education and Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",10
hr7724-119,119,HR,H.R.7724,No Waivers for Fraud Act,,2026-02-26,active,W000795,Joe Wilson,Republican,SC,2026-03-05,Ordered to be Reported (Amended) by the Yeas and Nays: 20 - 15.,0
hr7767-119,119,HR,H.R.7767,"To amend the Internal Revenue Code of 1986 to impose an annual tax on the net value of assets held by a taxpayer, and for other purposes.",,2026-03-03,active,K000389,Ro Khanna,Democratic,CA,2026-03-03,"Referred to the Committee on Ways and Means, and in addition to the Committees on Energy and Commerce, Financial Services, and Education and Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",0
hr7706-119,119,HR,H.R.7706,Federal Retirement Safety Act,,2026-02-25,active,N000191,Joe Neguse,Democratic,CO,2026-02-25,Referred to the House Committee on Oversight and Government Reform.,6
hr7840-119,119,HR,H.R.7840,"To amend the Commodity Exchange Act to prohibit event contracts based on terrorism, assassination, war, gaming, illegal activity, election outcomes, government activities, or other activities determined by the Commodity Futures Trading Commission to be contrary to the public interest, and to allow States to exempt themselves from the prohibition on gaming contracts.",,2026-03-05,active,M001213,Blake D. Moore,Republican,UT,2026-03-05,Referred to the House Committee on Agriculture.,1
hr7811-119,119,HR,H.R.7811,"To amend the Uranium Mill Tailings Radiation Control Act of 1978 to extend the authorization of a disposal site in Mesa County, Colorado, until the site is filled to designed capacity.",,2026-03-05,active,H001100,Jeff Hurd,Republican,CO,2026-03-05,Referred to the House Committee on Energy and Commerce.,1
s2612-119,119,S,S.2612,SAFE Act,,2025-07-31,active,J000312,James C. Justice,Republican,WV,2025-07-31,Read twice and referred to the Committee on Finance.,3
hr7755-119,119,HR,H.R.7755,"To direct the Secretary of Housing and Urban Development to submit a report to the Congress with respect exempting any downpayment requirement for mortgage insurance offered by the Federal Housing Administration for first-time homebuyers who are first responders or school teachers, and for other purposes.",,2026-03-03,active,B001321,Tom Barrett,Republican,MI,2026-03-03,Referred to the House Committee on Financial Services.,0
hr7832-119,119,HR,H.R.7832,"To establish the America's Living Library Project, and for other purposes.",,2026-03-05,active,K000389,Ro Khanna,Democratic,CA,2026-03-05,"Referred to the Committee on Natural Resources, and in addition to the Committees on Agriculture, House Administration, and Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2
hr7838-119,119,HR,H.R.7838,"To amend title 38, United States Code, to establish a procurement program to facilitate the ability of the medical centers of the Department of Veterans Affairs to make direct procurements of original artwork from veterans who are patients, and for other purposes.",,2026-03-05,active,M001216,Cory Mills,Republican,FL,2026-03-05,Referred to the House Committee on Veterans' Affairs.,0
hr4575-119,119,HR,H.R.4575,Jobs in the Woods Act,,2025-07-21,active,G000600,Marie Gluesenkamp Perez,Democratic,WA,2025-07-21,Referred to the House Committee on Education and Workforce.,14
hr7762-119,119,HR,H.R.7762,"To amend the Specialty Crops Competitiveness Act of 2004 to require the Secretary of Agriculture to establish a pilot program to provide recovery payments to producers of seasonal and perishable crops that experience low prices caused by imports, and for other purposes.",,2026-03-03,active,B000490,"Sanford D. Bishop, Jr.",Democratic,GA,2026-03-03,Referred to the House Committee on Agriculture.,0
sjres103-119,119,SJRES,S.J.Res.103,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Veterans Affairs relating to ""Reproductive Health Services"".",,2026-01-27,active,B001277,Richard Blumenthal,Democratic,CT,2026-02-12,Placed on Senate Legislative Calendar under General Orders. Calendar No. 338.,38
s2245-119,119,S,S.2245,"A bill to amend the Digital Coast Act to improve the acquisition, integration, and accessibility of data of the Digital Coast program and to extend the program.",Improve Digital Coast data access and extend program,2025-07-10,active,B001230,Tammy Baldwin,Democratic,WI,2026-03-03,Held at the desk.,2
hr7851-119,119,HR,H.R.7851,To amend the Federal Agriculture Improvement and Reform Act of 1996 to require the Secretary of Agriculture to publish information related to orders under commodity promotion laws.,,2026-03-05,active,S000929,Victoria Spartz,Republican,IN,2026-03-05,Referred to the House Committee on Agriculture.,0
s3257-119,119,S,S.3257,Mental Health in Aviation Act of 2025,Improving mental health in aviation industry,2025-11-20,active,H001061,John Hoeven,Republican,ND,2025-11-20,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",21
hres1091-119,119,HRES,H.Res.1091,"Expressing support for declaring 2026 the ""Year of Math"" in the United States.",,2026-03-02,active,H001085,Chrissy Houlahan,Democratic,PA,2026-03-02,"Referred to the House Committee on Science, Space, and Technology.",1
hr6228-119,119,HR,H.R.6228,Unlocking Affordable Housing Act,Make affordable housing easier to access,2025-11-20,active,S001221,Hillary J. Scholten,Democratic,MI,2025-11-20,Referred to the House Committee on Transportation and Infrastructure.,7
hres1092-119,119,HRES,H.Res.1092,"Condemning Israeli settlement expansion, settler violence, and related human rights abuses in the West Bank, and calling for accountability and specific United States policy responses to deter further violations and protect the viability of a negotiated two-State solution.",,2026-03-02,active,K000389,Ro Khanna,Democratic,CA,2026-03-02,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",0
hr7815-119,119,HR,H.R.7815,"To amend title 36, United States Code, to establish the Red Star Service Banner as an officially recognized service banner, and for other purposes.",,2026-03-05,active,B001301,Jack Bergman,Republican,MI,2026-03-05,Referred to the House Committee on the Judiciary.,5
hres1087-119,119,HRES,H.Res.1087,"Recognizing community water fluoridation as a safe, effective public health intervention to prevent tooth decay and promote oral and physical health.",,2026-02-26,active,F000462,Lois Frankel,Democratic,FL,2026-02-26,Referred to the House Committee on Energy and Commerce.,12
hr7821-119,119,HR,H.R.7821,"To amend the Internal Revenue Code of 1986 to establish a business tax credit for the purchase of zero-emission electric lawn, garden, and landscape equipment, and for other purposes.",,2026-03-05,active,C001110,J. Luis Correa,Democratic,CA,2026-03-05,Referred to the House Committee on Ways and Means.,5
hr2850-119,119,HR,H.R.2850,Youth Sports Facilities Act of 2025,Improve youth sports facilities nationwide,2025-04-10,active,H001058,Bill Huizenga,Republican,MI,2025-04-10,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",10
s3596-119,119,S,S.3596,Stronger Start for Working Families Act,Strengthen support for working families through taxes,2026-01-08,active,H001076,Margaret Wood Hassan,Democratic,NH,2026-01-08,Read twice and referred to the Committee on Finance.,5
